ID	AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECAR	LOANS	RISK
100627	40	44671	f	married  	1	2	monthly	y	2	1	good risk 
100399	34	44617	f	married  	1	2	monthly	y	2	1	good risk 
100361	33	44613	m	married  	0	2	monthly	y	2	0	good risk 
100676	42	44597	f	married  	1	2	monthly	y	1	0	bad loss  
100681	33	44582	f	married  	0	1	monthly	y	2	1	bad profit
100641	41	44534	m	married  	0	2	monthly	y	2	0	good risk 
100320	31	44483	f	married  	0	2	monthly	y	1	0	bad profit
100580	39	44477	f	married  	0	1	monthly	y	1	0	good risk 
100549	38	44460	m	married  	0	1	monthly	y	1	1	good risk 
100496	36	44449	m	married  	1	1	monthly	y	1	0	good risk 
100396	34	44442	m	married  	1	1	monthly	y	1	0	bad profit
100534	37	44413	m	married  	0	2	monthly	y	1	0	good risk 
100752	29	44395	m	married  	1	2	monthly	y	1	1	good risk 
100521	37	44394	m	married  	1	1	monthly	y	2	0	good risk 
100586	39	44378	f	married  	1	2	monthly	y	2	0	good risk 
100533	37	44363	m	married  	0	1	monthly	y	1	1	good risk 
100476	36	44318	m	married  	1	1	monthly	y	1	0	good risk 
100737	44	44306	f	married  	0	2	monthly	y	1	1	bad profit
100615	27	44298	f	married  	0	2	monthly	y	2	0	good risk 
100781	45	44294	m	married  	1	2	monthly	y	1	1	good risk 
100548	38	44272	f	married  	0	1	monthly	y	1	1	good risk 
100442	35	44271	f	married  	0	1	monthly	y	1	1	good risk 
100682	42	44270	f	married  	0	2	monthly	y	2	1	good risk 
100784	45	44261	m	married  	0	1	monthly	y	1	1	good risk 
100792	32	44230	f	married  	1	2	monthly	y	1	0	bad profit
100432	35	44202	f	married  	0	2	monthly	y	2	0	good risk 
100280	30	44202	m	married  	1	2	monthly	y	1	0	good risk 
100445	35	44194	m	married  	0	2	monthly	y	2	1	good risk 
100363	33	44193	f	married  	1	1	monthly	y	1	0	good risk 
100398	34	44187	f	married  	1	1	monthly	y	2	0	good risk 
100417	34	44159	m	married  	1	1	monthly	y	2	0	bad loss  
100715	43	44150	m	married  	0	2	monthly	y	2	1	bad profit
100503	37	44095	f	married  	0	1	monthly	y	1	0	good risk 
100790	45	44072	m	married  	1	1	monthly	y	1	0	bad profit
100360	33	44052	f	married  	0	2	monthly	y	1	0	good risk 
100465	36	44048	m	married  	1	1	monthly	y	2	0	good risk 
100635	41	44039	f	married  	1	2	monthly	y	2	1	good risk 
100585	39	44010	f	married  	0	2	monthly	y	2	1	good risk 
100736	44	44005	m	married  	1	2	monthly	y	1	1	bad profit
100407	34	43989	m	married  	0	1	monthly	y	2	1	good risk 
100522	37	43982	m	married  	1	2	monthly	y	2	0	good risk 
100696	42	43977	m	married  	0	1	monthly	y	2	1	good risk 
100510	37	43976	f	married  	0	2	monthly	y	2	0	good risk 
100310	31	43972	f	married  	0	1	monthly	y	1	1	bad profit
100409	34	43957	f	married  	1	2	monthly	y	2	1	good risk 
100353	32	43908	f	married  	0	1	monthly	y	1	0	bad loss  
100424	34	43895	f	married  	0	1	monthly	y	1	1	bad loss  
100439	35	43890	f	married  	0	2	monthly	y	1	1	bad profit
100444	35	43888	m	married  	0	1	monthly	y	2	1	bad loss  
100749	44	43876	f	married  	1	2	monthly	y	2	1	bad profit
100443	35	43874	m	married  	0	2	monthly	y	1	1	bad loss  
100511	37	43835	m	married  	0	2	monthly	y	2	1	bad profit
100785	45	43823	m	married  	1	2	monthly	y	2	1	bad loss  
100506	37	43820	m	married  	1	2	monthly	y	1	0	good risk 
100283	30	43800	m	married  	1	2	monthly	y	1	0	good risk 
100454	35	43799	m	married  	1	1	monthly	y	2	0	good risk 
100303	31	43795	m	married  	0	2	monthly	y	1	0	bad profit
100760	44	43794	f	married  	0	2	monthly	y	2	0	good risk 
100477	36	43761	f	married  	0	1	monthly	y	1	0	bad loss  
100473	36	43750	m	married  	1	1	monthly	y	2	1	good risk 
100642	41	43739	m	married  	1	1	monthly	y	2	1	bad loss  
100551	38	43707	f	married  	1	1	monthly	y	2	0	good risk 
100624	40	43677	f	married  	0	1	monthly	y	2	0	bad profit
100721	43	43669	m	married  	1	1	monthly	y	1	0	good risk 
100704	42	43651	f	married  	1	2	monthly	y	2	1	good risk 
100306	31	43650	m	married  	0	1	monthly	y	1	0	good risk 
100645	41	43648	f	married  	1	1	monthly	y	2	1	good risk 
100367	33	43645	m	married  	0	2	monthly	y	1	0	good risk 
100507	37	43633	f	married  	1	1	monthly	y	1	0	bad profit
100614	40	43622	f	married  	0	1	monthly	y	1	1	good risk 
100782	29	43608	m	married  	1	1	monthly	y	1	0	bad profit
100272	30	43593	m	married  	0	1	monthly	y	2	0	good risk 
100598	39	43514	f	married  	1	2	monthly	y	1	0	good risk 
100405	34	43482	m	married  	1	1	monthly	y	1	1	bad profit
100368	33	43474	m	married  	0	1	monthly	y	1	1	good risk 
100519	37	43408	f	married  	0	2	monthly	y	2	0	bad loss  
100589	39	43362	f	married  	0	2	monthly	y	1	1	good risk 
100724	43	43348	m	married  	1	2	monthly	y	2	1	bad profit
100311	31	43330	m	married  	0	1	monthly	y	1	1	bad profit
100369	33	43322	f	married  	0	2	monthly	y	1	1	bad profit
100530	37	43303	m	married  	0	2	monthly	y	2	1	good risk 
100640	41	43293	f	married  	0	1	monthly	y	1	1	good risk 
100342	32	43202	m	married  	1	1	monthly	y	1	1	good risk 
100739	44	43185	f	married  	1	1	monthly	y	2	0	good risk 
100321	31	43185	f	married  	0	2	monthly	y	2	0	good risk 
100789	45	43151	f	married  	0	1	monthly	y	1	1	good risk 
100729	43	43146	f	married  	1	1	monthly	y	2	1	bad profit
100633	41	43120	m	married  	0	1	monthly	y	2	1	bad profit
100410	34	43100	f	married  	1	1	monthly	y	1	1	good risk 
100431	35	43098	f	married  	0	2	monthly	y	1	1	good risk 
100316	31	43043	f	married  	1	1	monthly	y	1	1	bad loss  
100663	41	42996	m	married  	1	2	monthly	y	2	1	good risk 
100564	38	42996	f	married  	0	1	monthly	y	1	1	good risk 
100471	36	42980	f	married  	0	1	monthly	y	1	0	good risk 
100552	38	42953	m	married  	1	2	monthly	y	1	0	good risk 
100392	34	42928	m	married  	1	1	monthly	y	2	1	bad profit
100290	30	42926	m	married  	0	1	monthly	y	1	0	good risk 
100699	42	42909	m	married  	1	1	monthly	y	1	0	bad profit
100646	41	42904	m	married  	1	1	monthly	y	2	0	good risk 
100750	30	42899	m	married  	1	1	monthly	y	1	1	bad loss  
100517	37	42884	m	married  	0	1	monthly	y	2	0	good risk 
100547	38	42874	m	married  	1	2	monthly	y	1	1	good risk 
100317	31	42852	m	married  	0	1	monthly	y	2	1	good risk 
100612	40	42844	f	married  	1	2	monthly	y	1	1	bad profit
100420	34	42828	f	married  	1	1	monthly	y	1	0	bad loss  
100780	45	42823	f	married  	1	1	monthly	y	1	1	bad profit
100518	37	42799	f	married  	0	1	monthly	y	1	0	bad loss  
100654	38	42772	f	married  	0	2	monthly	y	2	0	good risk 
100653	41	42737	m	married  	1	2	monthly	y	2	1	bad profit
100447	35	42719	m	married  	0	1	monthly	y	1	1	bad profit
100723	43	42715	m	married  	0	1	monthly	y	1	0	bad profit
100678	27	42663	f	married  	0	2	monthly	y	2	1	good risk 
100651	41	42658	f	married  	1	2	monthly	y	2	0	good risk 
100582	39	42652	m	married  	0	1	monthly	y	1	1	good risk 
100286	30	42647	f	married  	0	2	monthly	y	1	0	bad profit
100576	39	42574	f	married  	0	2	monthly	y	2	0	good risk 
100613	40	42544	f	married  	0	2	monthly	y	2	0	good risk 
100480	36	42522	m	married  	0	2	monthly	y	2	0	good risk 
100634	41	42519	m	married  	1	1	monthly	y	1	1	bad profit
100308	31	42471	f	married  	1	2	monthly	y	2	1	good risk 
100791	45	42464	m	married  	0	2	monthly	y	1	1	good risk 
100658	41	42443	f	married  	1	2	monthly	y	2	1	good risk 
100742	44	42440	m	married  	1	1	monthly	y	1	0	bad loss  
100331	32	42438	m	married  	0	1	monthly	y	1	0	good risk 
100686	29	42429	m	married  	1	2	monthly	y	2	1	bad loss  
100474	36	42422	m	married  	0	1	monthly	y	2	0	good risk 
100751	44	42412	m	married  	1	2	monthly	y	1	0	good risk 
100332	32	42389	m	married  	0	1	monthly	y	2	0	good risk 
100546	38	42386	m	married  	1	1	monthly	y	2	0	good risk 
100482	36	42356	f	married  	0	2	monthly	y	1	0	good risk 
100779	45	42334	f	married  	0	1	monthly	y	1	0	good risk 
100387	33	42313	m	married  	1	1	monthly	y	2	0	good risk 
100644	41	42309	m	married  	0	1	monthly	y	1	1	bad profit
100649	41	42241	f	married  	0	2	monthly	y	2	0	good risk 
100371	33	42234	m	married  	1	2	monthly	y	2	1	bad loss  
100680	42	42231	m	married  	1	2	monthly	y	2	1	good risk 
100318	31	42210	f	married  	0	2	monthly	y	1	1	bad loss  
100408	34	42206	m	married  	1	1	monthly	y	1	0	good risk 
100362	33	42192	f	married  	1	2	monthly	y	1	0	good risk 
100647	41	42182	m	married  	1	2	monthly	y	2	1	good risk 
100479	36	42175	m	married  	0	1	monthly	y	1	1	good risk 
100313	31	42175	m	married  	1	1	monthly	y	1	1	good risk 
100289	30	42169	f	married  	0	2	monthly	y	2	1	good risk 
100276	30	42144	f	married  	1	2	monthly	y	2	1	good risk 
100617	40	42143	m	married  	0	2	monthly	y	2	0	bad loss  
100281	30	42119	m	married  	0	1	monthly	y	1	1	good risk 
100550	38	42110	f	married  	1	2	monthly	y	1	0	good risk 
100714	43	42106	f	married  	0	1	monthly	y	2	0	good risk 
100560	38	42096	m	married  	1	1	monthly	y	1	0	good risk 
100498	36	42091	f	married  	0	1	monthly	y	1	0	good risk 
100747	44	42078	m	married  	0	2	monthly	y	2	1	good risk 
100298	30	42053	f	married  	0	2	monthly	y	2	1	bad profit
100525	37	42024	f	married  	1	2	monthly	y	2	0	good risk 
100299	30	41965	f	married  	1	1	monthly	y	2	0	bad loss  
100636	41	41964	f	married  	0	2	monthly	y	1	1	good risk 
100291	30	41935	m	married  	0	2	monthly	y	2	0	good risk 
100340	32	41921	m	married  	0	1	monthly	y	2	0	good risk 
100786	45	41898	f	married  	0	2	monthly	y	1	1	bad profit
100339	32	41879	m	married  	0	1	monthly	y	2	0	good risk 
100656	41	41876	f	married  	1	2	monthly	y	2	0	bad profit
100643	41	41859	m	married  	1	2	monthly	y	1	1	good risk 
100557	38	41851	f	married  	0	1	monthly	y	1	1	good risk 
100433	35	41850	f	married  	1	2	monthly	y	2	1	good risk 
100464	36	41834	m	married  	0	1	monthly	y	2	0	good risk 
100455	35	41793	m	married  	0	2	monthly	y	1	0	good risk 
100305	31	41777	m	married  	1	1	monthly	y	1	1	good risk 
100659	41	41774	f	married  	0	1	monthly	y	1	0	bad profit
100559	38	41769	m	married  	0	2	monthly	y	2	1	bad profit
100475	36	41767	m	married  	0	2	monthly	y	1	0	good risk 
100393	34	41766	m	married  	0	1	monthly	y	1	1	bad profit
100762	44	41750	f	married  	0	1	monthly	y	2	0	good risk 
100438	35	41735	f	married  	0	1	monthly	y	1	0	good risk 
100483	36	41725	m	married  	0	2	monthly	y	2	1	good risk 
100397	34	41704	f	married  	0	2	monthly	y	1	1	good risk 
100669	26	41696	f	married  	1	1	monthly	y	2	0	bad profit
100788	45	41676	f	married  	1	2	monthly	y	1	0	bad loss  
100441	35	41676	f	married  	1	2	monthly	y	2	0	good risk 
100274	30	41639	m	married  	1	2	monthly	y	1	0	good risk 
100372	33	41631	f	married  	1	1	monthly	y	1	1	good risk 
100413	34	41629	m	married  	1	2	monthly	y	2	1	good risk 
100278	30	41624	m	married  	0	2	monthly	y	1	1	good risk 
100406	34	41552	f	married  	1	2	monthly	y	1	0	good risk 
100484	36	41530	m	married  	1	1	monthly	y	1	0	bad profit
100309	31	41513	f	married  	1	2	monthly	y	1	1	good risk 
100553	38	41506	f	married  	0	1	monthly	y	1	0	bad profit
100380	33	41492	f	married  	0	1	monthly	y	2	1	bad profit
100359	33	41489	m	married  	1	1	monthly	y	2	1	good risk 
100366	33	41483	f	married  	1	2	monthly	y	1	0	good risk 
100520	37	41432	m	married  	1	1	monthly	y	1	1	bad profit
100304	31	41421	f	married  	0	2	monthly	y	1	1	bad loss  
100719	31	41315	f	married  	0	1	monthly	y	1	0	good risk 
100349	32	41300	f	married  	0	2	monthly	y	2	0	good risk 
100513	37	41283	m	married  	0	2	monthly	y	2	1	good risk 
100277	30	41281	m	married  	0	1	monthly	y	1	1	good risk 
100275	30	41270	f	married  	1	1	monthly	y	1	1	good risk 
100437	35	41248	m	married  	1	2	monthly	y	2	1	bad loss  
100404	34	41223	m	married  	0	2	monthly	y	2	1	good risk 
100616	40	41205	f	married  	0	2	monthly	y	1	1	good risk 
100637	41	41178	f	married  	1	1	monthly	y	2	1	good risk 
100315	31	41169	f	married  	1	2	monthly	y	1	1	good risk 
100638	41	41168	m	married  	1	2	monthly	y	1	1	bad loss  
100744	44	41162	f	married  	0	2	monthly	y	1	1	bad profit
100395	34	41159	m	married  	0	2	monthly	y	2	0	good risk 
100556	38	41158	f	married  	1	2	monthly	y	2	0	bad profit
100457	35	41132	f	married  	0	2	monthly	y	2	1	good risk 
100639	41	41095	f	married  	0	1	monthly	y	2	0	good risk 
100783	45	41091	m	married  	0	2	monthly	y	2	1	good risk 
100478	36	41086	m	married  	1	1	monthly	y	1	1	good risk 
100314	31	41083	f	married  	0	2	monthly	y	1	1	good risk 
100287	30	41068	m	married  	1	1	monthly	y	2	1	good risk 
100740	44	41048	m	married  	0	1	monthly	y	1	1	good risk 
100434	35	40992	m	married  	1	2	monthly	y	2	0	good risk 
100508	37	40991	m	married  	1	2	monthly	y	1	0	bad loss  
100652	41	40983	f	married  	1	1	monthly	y	1	0	bad loss  
100400	34	40971	f	married  	0	1	monthly	y	2	1	good risk 
100577	39	40964	m	married  	1	1	monthly	y	2	1	good risk 
100514	37	40949	f	married  	1	2	monthly	y	2	0	good risk 
100391	34	40949	f	married  	0	2	monthly	y	1	1	good risk 
100685	42	40940	f	married  	1	2	monthly	y	1	1	bad loss  
