ID,AGE,INCOME,GENDER,MARITAL,NUMKIDS,NUMCARDS,HOWPAID,MORTGAGE,STORECAR,LOANS,RISK
103324,45,27553,f,divsepwid,4,6,weekly,y,5,2,bad loss
103867,43,27517,m,married,2,4,weekly,y,5,2,bad loss
102924,28,27416,f,divsepwid,4,5,weekly,n,5,2,bad loss
103995,47,27353,m,married,2,4,monthly,y,5,1,bad loss
103245,44,27281,f,divsepwid,3,5,weekly,n,5,2,bad profit
103315,45,27195,m,divsepwid,3,6,weekly,n,4,2,bad loss
103414,27,27127,f,divsepwid,4,5,weekly,y,5,3,good risk
103500,47,27086,m,divsepwid,2,5,weekly,n,5,2,good risk
103594,48,27045,f,divsepwid,4,5,weekly,n,4,3,good risk
103170,43,27008,f,divsepwid,4,6,weekly,n,3,2,bad loss
103174,43,26943,f,divsepwid,3,5,weekly,n,3,2,bad loss
102992,41,26826,f,divsepwid,3,6,weekly,n,5,2,bad profit
102999,41,26750,m,divsepwid,4,5,weekly,y,4,2,good risk
103335,45,26710,f,divsepwid,2,5,weekly,y,5,2,bad profit
103772,26,26595,m,married,3,4,monthly,y,5,2,bad loss
100170,38,26539,m,single,0,1,monthly,y,1,0,good risk
103896,44,26430,f,married,3,3,monthly,y,5,1,bad loss
103716,38,26383,f,divsepwid,4,5,weekly,y,5,3,bad profit
103496,47,26256,m,divsepwid,2,5,weekly,y,4,2,bad profit
103904,44,26231,m,married,3,4,weekly,y,5,2,bad loss
102989,29,26180,m,divsepwid,2,5,weekly,n,4,3,bad loss
103480,47,26152,f,divsepwid,2,5,weekly,y,4,3,bad profit
103086,31,26120,m,divsepwid,2,5,weekly,y,5,2,good risk
100073,30,26077,f,single,0,0,monthly,y,1,0,good risk
104001,47,26023,m,married,2,4,monthly,y,4,1,bad loss
100039,28,25935,m,single,0,1,monthly,y,0,0,good risk
104117,50,25884,f,married,2,3,weekly,y,5,1,bad loss
100151,37,25771,f,single,0,0,monthly,y,1,0,good risk
103244,44,25718,f,divsepwid,2,5,weekly,y,4,2,bad profit
103969,37,25654,m,married,3,3,monthly,y,5,1,bad loss
103092,42,25560,m,divsepwid,3,6,weekly,n,3,3,bad loss
103070,42,25517,m,divsepwid,2,5,weekly,y,3,3,bad profit
103504,47,25401,f,divsepwid,3,5,weekly,y,5,2,bad profit
103148,43,25327,f,divsepwid,2,6,weekly,y,4,3,good risk
100114,34,25276,f,single,0,1,monthly,y,1,0,good risk
103490,47,25126,m,divsepwid,2,6,weekly,y,3,2,bad profit
104046,48,25035,m,married,3,4,weekly,y,4,2,bad loss
101042,19,24989,m,married,1,0,monthly,y,1,1,bad profit
100932,36,24974,m,married,2,0,weekly,y,2,1,bad profit
102806,25,24959,m,single,0,1,monthly,y,1,1,bad profit
102389,22,24943,m,single,1,1,monthly,y,3,1,good risk
101956,25,24931,m,married,2,2,monthly,y,1,1,bad profit
103379,46,24919,m,divsepwid,2,6,weekly,y,3,2,bad profit
102674,24,24905,f,single,1,3,monthly,n,1,1,bad profit
103128,43,24877,f,divsepwid,3,6,weekly,y,4,2,bad profit
101810,24,24854,f,married,1,1,monthly,y,1,2,bad profit
101381,21,24824,f,married,1,0,monthly,y,2,1,bad profit
102403,22,24806,f,single,1,1,monthly,n,2,1,bad profit
101965,25,24789,m,married,2,2,weekly,y,2,2,bad profit
101396,21,24775,m,married,1,1,monthly,y,2,1,good risk
102866,25,24756,m,single,1,1,monthly,y,3,1,bad profit
102118,35,24745,m,single,1,1,weekly,n,3,1,bad profit
103782,41,24724,m,married,2,4,weekly,y,5,1,bad loss
102094,20,24717,f,single,0,3,weekly,n,3,1,bad profit
102511,23,24702,m,single,0,2,monthly,y,2,1,bad profit
100891,37,24682,f,married,1,1,monthly,y,2,1,bad profit
102970,41,24665,m,divsepwid,4,5,weekly,y,4,2,bad loss
103637,49,24651,f,divsepwid,3,5,weekly,y,4,3,bad profit
101968,25,24639,f,married,1,1,monthly,y,2,1,bad profit
103923,45,24630,m,married,2,4,weekly,y,4,2,bad loss
102856,30,24613,f,single,0,2,monthly,y,1,1,bad profit
102124,20,24597,f,single,0,3,monthly,n,2,1,bad loss
102259,21,24579,f,single,1,3,weekly,n,2,1,bad profit
102714,24,24564,m,single,0,3,monthly,n,2,1,bad profit
100937,18,24555,f,married,1,2,weekly,y,1,2,bad profit
101852,24,24538,m,married,2,2,weekly,y,3,1,good risk
103304,45,24528,m,divsepwid,4,5,weekly,n,4,2,bad profit
103760,40,24519,f,married,2,4,monthly,y,5,2,bad loss
101697,23,24512,f,married,1,2,weekly,y,2,2,bad profit
102215,21,24504,f,single,0,2,monthly,y,1,1,bad profit
101934,25,24484,f,married,1,1,weekly,y,3,2,bad profit
101096,19,24465,f,married,1,2,monthly,y,1,1,bad profit
100890,30,24451,f,married,1,1,monthly,y,1,2,bad profit
102072,20,24421,m,single,1,2,weekly,n,3,1,bad profit
102893,40,24392,f,divsepwid,3,5,weekly,y,4,2,bad profit
102554,23,24377,f,single,1,2,weekly,n,3,1,bad profit
103216,44,24371,m,divsepwid,2,6,weekly,n,5,3,bad profit
101206,35,24351,m,married,2,0,monthly,y,1,2,bad loss
102688,34,24339,f,single,0,1,weekly,n,3,1,bad profit
103564,27,24327,m,divsepwid,3,5,weekly,y,5,2,bad loss
103041,42,24313,f,divsepwid,3,5,weekly,y,4,2,bad profit
103793,41,24304,m,married,2,4,monthly,y,5,1,bad loss
101651,23,24290,m,married,2,1,monthly,y,1,1,bad profit
101570,22,24281,f,married,2,2,weekly,y,3,1,bad profit
102559,23,24252,f,single,0,2,weekly,y,3,1,bad profit
103141,43,24244,f,divsepwid,2,5,weekly,n,4,2,bad loss
103628,49,24226,f,divsepwid,3,5,weekly,y,5,3,bad profit
103389,46,24211,m,divsepwid,4,5,weekly,n,3,2,bad loss
100892,18,24184,m,married,2,0,weekly,y,2,2,bad loss
103623,49,24162,f,divsepwid,2,5,weekly,y,4,2,bad profit
102105,20,24148,m,single,0,3,weekly,y,1,1,bad loss
102565,23,24131,f,single,0,2,weekly,n,3,1,bad profit
102803,25,24099,f,single,1,2,weekly,y,2,1,bad profit
102529,23,24076,m,single,0,3,monthly,n,2,1,bad profit
101077,19,24058,m,married,2,1,weekly,y,3,2,bad profit
102275,21,24042,f,single,1,1,monthly,y,2,1,bad profit
103550,48,24027,f,divsepwid,4,5,weekly,n,4,2,bad loss
101565,22,24006,f,married,1,2,weekly,y,1,1,bad profit
102682,24,23993,m,single,1,3,weekly,y,1,1,bad profit
102218,33,23980,m,single,0,3,weekly,n,1,1,bad profit
101548,22,23953,f,married,1,2,weekly,y,2,1,bad loss
102811,25,23944,f,single,0,3,monthly,y,2,1,good risk
101221,20,23921,m,married,1,2,weekly,y,1,1,bad profit
101063,19,23906,m,married,2,1,monthly,y,3,1,bad profit
102406,22,23893,m,single,1,2,monthly,n,1,1,bad loss
102902,40,23874,m,divsepwid,4,6,weekly,n,5,2,bad loss
102966,41,23851,f,divsepwid,2,5,weekly,n,5,2,bad loss
103469,47,23838,f,divsepwid,2,6,weekly,y,3,2,good risk
102577,23,23830,f,single,1,2,monthly,n,3,1,bad profit
101673,38,23819,f,married,2,0,weekly,y,3,1,bad profit
103130,43,23805,f,divsepwid,2,5,weekly,n,4,3,bad loss
102122,20,23786,m,single,0,1,monthly,n,2,1,bad profit
101545,22,23771,m,married,1,0,weekly,y,3,2,bad profit
102541,27,23751,m,single,1,1,monthly,y,1,1,bad profit
102220,21,23735,m,single,1,3,monthly,n,1,1,bad profit
102861,25,23721,m,single,0,1,weekly,y,3,1,bad profit
102887,40,23707,m,divsepwid,2,5,weekly,n,5,3,bad loss
103762,37,23684,m,married,2,3,weekly,y,5,1,bad loss
102500,23,23661,m,single,0,1,weekly,n,2,1,bad profit
101394,21,23646,f,married,2,0,weekly,y,1,1,bad profit
101070,19,23634,m,married,1,0,weekly,y,1,1,bad profit
102839,25,23618,f,single,0,2,monthly,y,3,1,bad profit
101955,25,23594,m,married,2,1,monthly,y,3,2,bad profit
102524,23,23586,f,single,1,2,monthly,y,1,1,bad profit
101658,23,23568,m,married,2,1,monthly,y,1,2,bad loss
101652,23,23557,m,married,2,1,monthly,y,2,2,bad profit
103852,43,23528,m,married,2,3,monthly,y,5,2,bad loss
101393,21,23514,f,married,1,2,monthly,y,3,1,bad profit
101686,28,23504,m,married,2,0,monthly,y,3,2,bad loss
102126,20,23477,f,single,1,2,weekly,y,2,1,bad profit
101531,22,23464,f,married,1,0,monthly,y,1,2,bad loss
102854,25,23446,m,single,1,2,weekly,n,1,1,bad profit
102076,20,23429,m,single,0,2,monthly,y,1,1,bad loss
101106,37,23406,f,married,2,0,weekly,y,1,2,bad profit
101553,22,23386,m,married,1,1,weekly,y,1,2,bad loss
101110,19,23374,f,married,2,1,monthly,y,2,1,bad profit
101644,33,23362,f,married,2,2,weekly,y,2,1,bad profit
101075,19,23343,m,married,2,1,monthly,y,2,2,bad profit
101966,25,23329,m,married,2,2,weekly,y,3,1,bad profit
100918,18,23317,f,married,2,0,weekly,y,1,1,bad loss
101663,23,23299,m,married,1,2,monthly,y,3,1,bad profit
103473,47,23263,f,divsepwid,2,6,weekly,y,4,3,good risk
101066,19,23246,f,married,2,2,monthly,y,2,1,bad profit
101237,36,23232,m,married,2,2,monthly,y,1,2,bad profit
102419,35,23215,m,single,0,2,monthly,y,3,1,bad profit
101666,35,23185,f,married,2,0,weekly,y,3,2,bad profit
102840,33,23167,m,single,0,2,monthly,n,1,1,bad profit
102420,22,23154,f,single,1,1,monthly,n,3,1,good risk
101845,24,23133,m,married,1,1,monthly,y,2,1,bad profit
102809,25,23117,m,single,0,2,monthly,y,3,1,bad profit
101407,32,23097,f,married,1,1,monthly,y,3,2,bad profit
103693,50,23083,m,divsepwid,2,5,weekly,y,5,3,bad profit
102832,25,23067,m,single,1,1,monthly,y,1,1,bad profit
101204,20,23054,f,married,1,1,weekly,y,2,1,bad profit
101392,21,23031,m,married,1,2,monthly,y,2,2,bad profit
103475,29,23005,m,divsepwid,3,6,weekly,y,4,3,good risk
103615,37,22970,m,divsepwid,2,6,weekly,y,5,2,bad loss
100963,19,22940,m,married,1,2,monthly,y,2,1,bad profit
102344,22,22919,m,single,1,3,monthly,n,2,1,bad profit
101467,22,22889,m,married,1,1,monthly,y,2,2,bad profit
101123,20,22866,f,married,1,1,monthly,y,3,1,bad profit
102313,22,22833,f,single,0,2,monthly,y,2,1,bad profit
102181,21,22818,m,single,1,1,monthly,n,1,1,bad profit
100952,19,22807,f,married,1,0,monthly,y,3,1,bad profit
102057,20,22787,f,single,1,2,weekly,n,3,1,bad profit
103983,47,22756,m,married,3,4,monthly,y,4,1,bad loss
101449,22,22741,f,married,1,0,weekly,y,1,2,bad profit
101286,21,22705,m,married,2,1,weekly,y,1,2,bad profit
101158,20,22672,f,married,1,1,monthly,y,3,2,bad profit
103035,42,22651,m,divsepwid,2,6,weekly,y,4,3,good risk
102032,20,22614,f,single,0,2,weekly,n,1,1,bad profit
102334,22,22583,m,single,0,1,monthly,n,2,1,bad profit
103366,36,22558,m,divsepwid,2,6,weekly,n,3,3,bad profit
101282,21,22531,f,married,1,0,monthly,y,3,2,bad profit
102445,23,22503,m,single,0,3,monthly,y,2,1,bad profit
101766,24,22483,f,married,1,2,weekly,y,2,1,bad profit
103951,46,22450,m,married,3,4,weekly,y,4,1,bad loss
102350,22,22441,f,single,1,2,weekly,n,3,1,bad profit
102496,23,22423,m,single,1,3,weekly,y,3,1,bad profit
102306,22,22387,m,single,1,2,weekly,n,1,1,bad profit
102201,21,22365,m,single,1,1,monthly,y,3,1,bad profit
103840,31,22349,f,married,3,3,monthly,y,4,1,bad loss
101194,20,22310,f,married,1,1,monthly,y,1,1,bad profit
101996,20,22277,f,single,1,2,monthly,y,3,1,bad profit
101183,20,22238,m,married,1,1,weekly,y,2,1,bad profit
101491,22,22225,m,married,2,1,monthly,y,1,1,bad profit
101863,28,22203,m,married,2,0,monthly,y,2,1,bad profit
101328,21,22167,f,married,1,2,monthly,y,1,1,bad profit
103744,40,22140,f,married,2,4,monthly,y,4,1,bad loss
102204,21,22112,m,single,1,2,weekly,n,3,1,bad profit
101432,28,22098,m,married,1,1,weekly,y,2,1,bad profit
100983,19,22082,m,married,1,1,weekly,y,3,2,bad profit
103682,50,22059,m,divsepwid,3,6,weekly,y,5,2,bad profit
101004,19,22029,f,married,1,2,monthly,y,1,1,bad profit
101448,22,22007,f,married,1,0,monthly,y,2,2,bad profit
102876,40,21975,f,divsepwid,4,6,weekly,y,4,2,bad loss
103196,44,21938,f,divsepwid,3,6,weekly,n,3,3,bad loss
101487,22,21914,m,married,1,1,weekly,y,1,1,bad loss
102342,37,21862,f,single,1,1,weekly,n,2,1,bad profit
102289,22,21834,f,single,1,2,weekly,n,3,1,bad loss
101628,23,21821,f,married,1,1,weekly,y,3,2,bad profit
102960,41,21772,f,divsepwid,3,5,weekly,n,5,3,bad loss
102491,23,21742,f,single,1,3,monthly,n,3,1,bad profit
103545,48,21726,m,divsepwid,4,6,weekly,n,5,2,bad loss
102291,22,21701,f,single,0,1,monthly,y,3,1,bad profit
103981,47,21681,m,married,3,3,weekly,y,4,1,bad loss
101026,19,21652,f,married,2,1,monthly,y,2,1,good risk
102213,38,21620,f,single,1,3,weekly,y,1,1,bad profit
102795,26,21610,m,single,1,1,monthly,y,1,1,bad loss
101011,34,21582,f,married,1,2,monthly,y,1,2,bad profit
102150,21,21550,f,single,1,1,weekly,y,3,1,bad profit
102787,25,21534,m,single,1,2,monthly,y,3,1,bad profit
101196,20,21524,f,married,2,1,monthly,y,3,2,bad profit
100813,18,21502,m,married,1,0,monthly,y,2,2,bad profit
101999,38,21479,f,single,0,1,weekly,n,1,1,bad profit
102023,27,21449,f,single,0,1,monthly,n,1,1,bad profit
102202,21,21421,m,single,1,1,monthly,n,3,1,bad profit
101010,19,21392,m,married,1,0,weekly,y,2,2,bad profit
102961,41,21365,f,divsepwid,4,5,weekly,y,4,3,bad profit
103036,32,21337,f,divsepwid,3,5,weekly,n,3,3,good risk
102341,22,21324,f,single,0,1,weekly,n,2,1,bad profit
101166,20,21306,m,married,1,1,monthly,y,3,1,good risk
100867,18,21287,f,married,1,2,monthly,y,3,2,bad profit
102461,36,21261,f,single,0,2,monthly,n,1,1,bad profit
101870,25,21238,m,married,1,0,monthly,y,1,2,bad profit
101885,29,21217,m,married,1,1,monthly,y,2,1,bad profit
103279,45,21192,f,divsepwid,3,6,weekly,n,3,3,bad profit
101877,28,21175,m,married,1,0,weekly,y,3,1,good risk
102599,37,21155,m,single,0,1,weekly,n,3,1,bad profit
102490,26,21139,f,single,1,3,monthly,y,1,1,bad profit
103033,42,21125,f,divsepwid,4,6,weekly,y,5,3,bad profit
102626,24,21108,m,single,1,1,weekly,y,2,1,bad profit
101758,24,21074,m,married,2,2,weekly,y,2,1,bad profit
101300,36,21039,m,married,2,0,weekly,y,2,1,bad profit
101855,35,21023,m,married,1,1,monthly,y,1,1,bad profit
101917,36,20995,f,married,2,2,weekly,y,1,1,bad profit
101450,22,20984,m,married,1,1,monthly,y,3,2,bad profit
103618,49,20963,f,divsepwid,3,5,weekly,n,3,3,bad profit
100980,19,20946,m,married,1,0,weekly,y,1,1,bad profit
102656,24,20923,f,single,1,1,weekly,y,2,1,bad profit
102489,23,20901,f,single,1,2,weekly,n,3,1,bad profit
102357,22,20876,m,single,1,3,monthly,n,1,1,bad profit
101732,24,20857,f,married,2,1,monthly,y,2,1,bad profit
101281,36,20830,f,married,1,0,monthly,y,1,2,bad profit
102495,36,20811,m,single,1,2,monthly,y,3,1,bad profit
103753,40,20789,f,married,3,4,weekly,y,5,2,bad loss
100989,19,20760,f,married,2,2,weekly,y,3,1,bad loss
102655,24,20710,f,single,1,1,monthly,y,1,1,bad profit
101866,25,20680,f,married,1,2,monthly,y,2,1,bad profit
101604,23,20669,m,married,1,0,weekly,y,3,2,bad profit
102615,24,20639,m,single,0,1,monthly,n,1,1,bad profit
102945,26,20617,m,divsepwid,2,5,weekly,n,4,3,bad loss
102036,20,20589,m,single,1,3,monthly,y,2,1,bad profit
103950,46,20579,f,married,2,3,weekly,y,4,1,bad loss
102623,24,20559,f,single,0,2,weekly,n,3,1,bad profit
103537,48,20536,f,divsepwid,4,5,weekly,y,3,2,bad profit
100838,18,20521,f,married,2,0,monthly,y,3,2,bad profit
101195,20,20497,m,married,2,0,weekly,y,3,2,bad profit
101171,20,20478,m,married,2,2,weekly,y,2,1,bad loss
101623,23,20456,m,married,2,2,weekly,y,3,2,bad profit
102016,35,20443,f,single,1,3,weekly,y,3,1,bad profit
103193,38,20422,f,divsepwid,2,6,weekly,n,3,3,bad profit
102782,28,20396,m,single,1,2,weekly,n,1,1,bad profit
101318,21,20375,m,married,2,1,monthly,y,3,1,bad loss
102602,24,20360,m,single,1,1,monthly,y,2,1,bad profit
102038,20,20326,m,single,0,2,weekly,y,1,1,bad profit
103539,48,20308,f,divsepwid,4,6,weekly,y,4,3,bad loss
102343,38,20287,m,single,1,2,monthly,n,3,1,bad loss
103207,44,20265,f,divsepwid,4,5,weekly,n,4,2,bad profit
101874,25,20240,f,married,1,1,weekly,y,2,2,bad profit
103192,44,20194,m,divsepwid,2,6,weekly,y,5,3,good risk
102755,25,20175,f,single,1,1,weekly,y,3,1,bad profit
101579,23,20158,m,married,1,0,weekly,y,3,2,bad profit
102463,23,20135,m,single,1,3,monthly,y,2,1,bad profit
101920,38,20097,f,married,1,2,weekly,y,1,1,bad profit
103535,48,20066,m,divsepwid,3,5,weekly,y,5,2,bad loss
101633,23,20026,m,married,2,0,monthly,y,3,2,bad profit
104082,38,20000,m,married,3,4,monthly,y,5,1,bad loss
102279,22,19809,m,single,0,3,monthly,y,3,1,bad profit
101276,21,19640,f,married,1,1,weekly,y,1,1,good risk
101710,24,19511,f,married,1,2,weekly,y,1,1,bad profit
102130,21,19238,f,single,0,2,weekly,n,3,1,bad loss
100803,34,19039,f,married,1,0,weekly,y,1,1,bad profit
101002,19,18976,f,married,1,1,weekly,y,1,1,bad profit
103525,48,18947,m,divsepwid,2,6,weekly,n,5,3,bad profit
101468,22,18889,f,married,1,1,weekly,y,1,2,bad profit
102356,22,18853,m,single,1,3,monthly,y,1,1,bad profit
102155,21,18787,f,single,0,3,monthly,n,1,1,bad profit
102587,24,18749,f,single,1,2,weekly,n,3,1,bad profit
101530,22,18701,m,married,2,2,monthly,y,3,1,bad profit
103633,49,18664,f,divsepwid,3,5,weekly,y,3,3,bad loss
103112,43,18625,m,divsepwid,4,5,weekly,n,4,2,bad profit
102131,21,18586,f,single,0,3,weekly,y,2,1,bad profit
102709,27,18560,m,single,0,3,weekly,n,2,1,bad profit
101705,32,18532,f,married,1,0,weekly,y,3,2,bad profit
103822,27,18488,m,married,2,4,monthly,y,5,2,bad loss
102413,22,18444,f,single,0,3,weekly,y,2,1,bad profit
103986,47,18401,f,married,3,4,weekly,y,4,1,bad loss
101834,34,18331,f,married,2,2,monthly,y,1,1,bad profit
101086,19,18298,f,married,1,1,monthly,y,3,2,bad profit
101275,21,18265,m,married,1,1,monthly,y,3,1,bad profit
102759,25,18228,f,single,1,3,monthly,n,1,1,bad profit
101202,20,18185,m,married,2,1,weekly,y,2,2,bad profit
101254,20,18148,m,married,2,1,monthly,y,1,2,bad profit
102745,25,18126,m,single,1,2,weekly,y,3,1,bad profit
102907,27,18103,f,divsepwid,3,5,weekly,y,3,2,bad profit
102853,25,18050,f,single,1,1,monthly,n,1,1,bad profit
101973,25,18012,f,married,2,0,weekly,y,1,1,bad profit
103776,34,17977,f,married,3,3,weekly,y,5,2,bad loss
100961,33,17943,m,married,1,0,weekly,y,3,1,good risk
